1	23 Aug 16	13:52:18	1	1	0	0	0	0	0	0	0	0	0	20	11	29	25	0	0	0	0	19	21	12	24	0	0	0	0	0	14	22	111	0	12	30	23	22	32	25	0	0	0	77	30	23	47	38	51
2	23 Aug 16	13:53:18	1	1	0	0	0	0	0	0	0	0	0	0	11	5	8	0	0	0	0	0	11	0	0	0	0	0	0	0	6	12	64	0	2	2	0	2	0	23	0	0	0	24	17	0	0	7	20
3	23 Aug 16	13:54:18	1	1	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	21	4	2	0	0	0	0	0	2	4	84	0	2	9	0	0	0	15	0	0	0	67	0	0	0	5	40
4	23 Aug 16	13:55:18	1	1	0	0	0	0	0	0	0	0	0	0	0	6	5	0	0	0	0	3	16	0	2	0	0	0	0	0	7	12	80	0	0	3	0	0	0	16	0	0	0	35	0	0	0	0	0
5	23 Aug 16	13:56:18	1	1	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	2	10	0	0	0	0	0	0	0	5	13	58	0	0	0	0	0	0	13	0	0	0	0	0	0	8	0	0
1	23 Aug 16	13:52:18	1	1	0	0	0	0	0	0	0	0	0	20	11	29	25	0	0	0	0	19	21	12	24	0	0	0	0	0	14	22	111	0	12	30	23	22	32	25	0	0	0	77	30	23	47	38	51
2	23 Aug 16	13:53:18	1	1	0	0	0	0	0	0	0	0	0	0	11	5	8	0	0	0	0	0	11	0	0	0	0	0	0	0	6	12	64	0	2	2	0	2	0	23	0	0	0	24	17	0	0	7	20
3	23 Aug 16	13:54:18	1	1	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	21	4	2	0	0	0	0	0	2	4	84	0	2	9	0	0	0	15	0	0	0	67	0	0	0	5	40
4	23 Aug 16	13:55:18	1	1	0	0	0	0	0	0	0	0	0	0	0	6	5	0	0	0	0	3	16	0	2	0	0	0	0	0	7	12	80	0	0	3	0	0	0	16	0	0	0	35	0	0	0	0	0
5	23 Aug 16	13:56:18	1	1	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	2	10	0	0	0	0	0	0	0	5	13	58	0	0	0	0	0	0	13	0	0	0	0	0	0	8	0	0
6	23 Aug 16	13:57:18	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	2	10	101	0	0	5	0	0	0	19	0	0	0	0	0	0	0	0	3
7	23 Aug 16	13:58:18	1	1	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	3	0	0	0	0	0	0	0	10	5	38	0	0	3	0	0	0	8	0	0	0	0	0	0	0	0	0
8	23 Aug 16	13:59:18	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	21	0	0	14	0	0	0	21	0	0	0	0	0	0	0	0	0
9	23 Aug 16	14:00:18	1	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	11	63	0	0	25	0	0	0	26	0	0	0	0	0	0	0	0	0
10	23 Aug 16	14:01:18	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	2	0	0	0	0	0	0	2	7	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0
11	23 Aug 16	14:02:18	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	10	26	0	0	2	0	0	0	28	0	0	0	0	0	0	0	0	0
12	23 Aug 16	14:03:18	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	5	0	0	0	0	0	0	0	0	0
13	23 Aug 16	14:04:18	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	23	0	0	0	0	0	0	9	0	0	0	0	0	12	0	0	0
14	23 Aug 16	14:05:18	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	2	9	0	0	0	0	0	0	28	0	0	0	0	4	0	0	0	0
15	23 Aug 16	14:06:18	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	2	29	0	0	0	0	0	0	22	0	0	0	0	0	9	2	0	0
16	23 Aug 16	14:07:18	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	8	0	0	0	0	0	10	5	0	0
