1	23-Aug-16	13:52:18	1	1	0	0	0	0	0	21	41	35	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	23-Aug-16	13:53:18	1	1	0	0	0	0	0	31	28	16	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	23-Aug-16	13:54:18	1	1	0	0	0	0	0	2	38	16	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	23-Aug-16	13:55:18	1	1	0	0	0	0	0	0	20	37	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	23-Aug-16	13:56:18	1	1	0	0	0	0	0	0	41	28	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	23-Aug-16	13:57:18	1	1	0	0	0	0	0	0	15	10	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	23-Aug-16	13:58:18	1	1	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	23-Aug-16	13:59:18	1	1	0	0	0	0	0	0	0	55	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	23-Aug-16	14:00:18	1	1	0	0	0	0	0	0	58	44	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	23-Aug-16	14:01:18	1	1	0	0	0	0	0	0	30	24	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	23-Aug-16	14:02:18	1	1	0	0	0	0	0	0	33	29	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	23-Aug-16	14:03:18	1	1	0	0	0	0	0	0	24	4	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	23-Aug-16	14:04:18	1	1	0	0	0	0	0	0	43	35	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	23-Aug-16	14:05:18	1	1	0	0	0	0	0	0	38	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	23-Aug-16	14:06:18	1	1	0	0	0	0	0	0	7	29	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	23-Aug-16	14:07:18	1	1	0	0	0	0	0	0	9	11	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	23-Aug-16	14:08:18	1	1	0	0	0	0	0	0	11	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18	23-Aug-16	14:09:18	1	1	0	0	0	0	0	0	10	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19	23-Aug-16	14:10:18	1	1	0	0	0	0	0	0	30	20	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
																																									
										54	476	469	129																												
